Frequency: Avg: 3971.2, Core 0: 3955.5, Core 1: 3943.4, Core 2: 3996.3, Core 3: 3989.7, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 20.0, Power: package-0,0: 14.4, core,0: 11.5, uncore,0: 0, dram,0: 0.4, psys,0: 16.5, 
Frequency: Avg: 3955.9, Core 0: 3996.0, Core 1: 3902.2, Core 2: 3975.1, Core 3: 3950.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 23.5, Core 0: 100.0, Core 1: 0.0, Core 2: 20.0, Core 3: 0.0, Power: package-0,0: 11.0, core,0: 7.5, uncore,0: 0.5, dram,0: 0.8, psys,0: 21.5, 
Frequency: Avg: 3971.8, Core 0: 3993.4, Core 1: 3994.8, Core 2: 3924.2, Core 3: 3974.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 15.7, core,0: 11.0, uncore,0: 0, dram,0: 0.6, psys,0: 24.7, 
Frequency: Avg: 3960.2, Core 0: 3965.7, Core 1: 3975.5, Core 2: 3952.4, Core 3: 3946.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.6, core,0: 11.4, uncore,0: 0, dram,0: 0.3, psys,0: 28.7, 
Frequency: Avg: 3969.8, Core 0: 3995.8, Core 1: 3987.1, Core 2: 3940.0, Core 3: 3956.1, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.8, core,0: 10.3, uncore,0: 0, dram,0: 0.4, psys,0: 20.6, 
Frequency: Avg: 3961.1, Core 0: 3996.0, Core 1: 3978.1, Core 2: 3962.5, Core 3: 3907.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.9, core,0: 11.3, uncore,0: 0, dram,0: 0.3, psys,0: 19.6, 
Frequency: Avg: 3969.8, Core 0: 3995.5, Core 1: 3997.9, Core 2: 3932.4, Core 3: 3953.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.7, core,0: 11.6, uncore,0: 0, dram,0: 0.2, psys,0: 24.5, 
Frequency: Avg: 3982.3, Core 0: 3985.2, Core 1: 3977.8, Core 2: 3997.5, Core 3: 3968.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 25.0, Power: package-0,0: 15.1, core,0: 10.6, uncore,0: 0, dram,0: 0.3, psys,0: 23.7, 
Frequency: Avg: 3958.6, Core 0: 3901.0, Core 1: 3986.9, Core 2: 3953.1, Core 3: 3993.4, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 27.8, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 80.0, Power: package-0,0: 10.9, core,0: 10.8, uncore,0: 0, dram,0: 0.4, psys,0: 25.5, 
Frequency: Avg: 3986.1, Core 0: 3986.9, Core 1: 3994.0, Core 2: 3997.6, Core 3: 3965.8, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 20.0, Power: package-0,0: 10.9, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 24.7, 
Frequency: Avg: 3952.0, Core 0: 3912.5, Core 1: 3952.7, Core 2: 3972.1, Core 3: 3970.8, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 16.5, core,0: 11.1, uncore,0: 0, dram,0: 0.3, psys,0: 24.6, 
Frequency: Avg: 3970.4, Core 0: 3963.2, Core 1: 3944.0, Core 2: 3996.4, Core 3: 3977.9, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 10.2, core,0: 10.4, uncore,0: 0, dram,0: 0.3, psys,0: 25.6, 
Frequency: Avg: 3978.1, Core 0: 3974.6, Core 1: 3995.7, Core 2: 3993.5, Core 3: 3948.6, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 75.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 9.8, core,0: 11.3, uncore,0: 0, dram,0: 0.2, psys,0: 24.5, 
Frequency: Avg: 3978.0, Core 0: 3950.2, Core 1: 3971.8, Core 2: 3993.1, Core 3: 3997.1, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 25.0, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 13.9, core,0: 10.6, uncore,0: 0, dram,0: 0.6, psys,0: 22.8, 
Frequency: Avg: 3978.1, Core 0: 3992.5, Core 1: 3949.4, Core 2: 3978.1, Core 3: 3992.5, Temp: PackageId0,0: 90.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 25.0, Core 3: 0.0, Power: package-0,0: 17.4, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 19.4, 
Frequency: Avg: 3961.4, Core 0: 3997.7, Core 1: 3949.1, Core 2: 3919.2, Core 3: 3979.5, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 25.0, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 75.0, Power: package-0,0: 16.1, core,0: 11.6, uncore,0: 0, dram,0: 0.4, psys,0: 16.9, 
Frequency: Avg: 3966.6, Core 0: 3997.5, Core 1: 3933.8, Core 2: 3954.5, Core 3: 3980.7, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.5, core,0: 11.1, uncore,0: 0, dram,0: 0.3, psys,0: 20.0, 
Frequency: Avg: 3973.5, Core 0: 3995.0, Core 1: 3998.1, Core 2: 3906.8, Core 3: 3994.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.9, core,0: 10.6, uncore,0: 0, dram,0: 0.3, psys,0: 24.9, 
Frequency: Avg: 3959.8, Core 0: 3996.6, Core 1: 3973.1, Core 2: 3967.6, Core 3: 3901.9, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.2, core,0: 11.1, uncore,0: 0, dram,0: 0.5, psys,0: 28.9, 
Frequency: Avg: 3995.1, Core 0: 3993.8, Core 1: 3995.8, Core 2: 3995.3, Core 3: 3995.5, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 25.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 17.3, core,0: 12.1, uncore,0: 0, dram,0: 0.4, psys,0: 17.4, 
Frequency: Avg: 3961.2, Core 0: 3919.2, Core 1: 3989.5, Core 2: 3990.9, Core 3: 3945.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 9.9, core,0: 11.1, uncore,0: 0, dram,0: 0.4, psys,0: 24.1, 
Frequency: Avg: 3984.2, Core 0: 3996.8, Core 1: 3989.4, Core 2: 3955.1, Core 3: 3995.6, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 25.0, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 14.8, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 24.2, 
Frequency: Avg: 3970.5, Core 0: 3979.5, Core 1: 3930.0, Core 2: 3995.9, Core 3: 3976.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 25.0, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 25.0, Power: package-0,0: 14.5, core,0: 10.9, uncore,0: 0, dram,0: 0.4, psys,0: 16.3, 
Frequency: Avg: 3949.5, Core 0: 3919.1, Core 1: 3968.8, Core 2: 3993.8, Core 3: 3916.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 25.0, Power: package-0,0: 14.9, core,0: 10.6, uncore,0: 0, dram,0: 0.2, psys,0: 16.3, 
Frequency: Avg: 3970.2, Core 0: 3929.0, Core 1: 3977.4, Core 2: 3989.7, Core 3: 3984.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 15.9, core,0: 10.6, uncore,0: 0, dram,0: 0.5, psys,0: 16.1, 
Frequency: Avg: 3975.4, Core 0: 3997.1, Core 1: 3992.6, Core 2: 3978.8, Core 3: 3933.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 20.0, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.1, core,0: 9.8, uncore,0: 0, dram,0: 0.5, psys,0: 25.7, 
Frequency: Avg: 3967.4, Core 0: 3988.6, Core 1: 3958.0, Core 2: 3938.3, Core 3: 3984.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 31.2, Core 0: 100.0, Core 1: 25.0, Core 2: 0.0, Core 3: 25.0, Power: package-0,0: 17.3, core,0: 12.3, uncore,0: 0, dram,0: 0.3, psys,0: 19.3, 
Frequency: Avg: 3983.1, Core 0: 3995.6, Core 1: 3989.4, Core 2: 3988.4, Core 3: 3958.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 13.7, core,0: 10.9, uncore,0: 0, dram,0: 0.2, psys,0: 16.1, 
Frequency: Avg: 3951.9, Core 0: 3997.7, Core 1: 3900.9, Core 2: 3957.3, Core 3: 3951.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.7, core,0: 11.8, uncore,0: 0, dram,0: 0.5, psys,0: 27.1, 
Frequency: Avg: 3987.0, Core 0: 3998.0, Core 1: 3992.6, Core 2: 3977.2, Core 3: 3980.4, Temp: PackageId0,0: 88.0, Core0,0: 73.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 73.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 25.0, Core 0: 0.0, Core 1: 75.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 14.2, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 24.1, 
Frequency: Avg: 3886.5, Core 0: 3885.7, Core 1: 3886.3, Core 2: 3886.8, Core 3: 3887.2, Temp: PackageId0,0: 88.0, Core0,0: 73.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 73.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.7, core,0: 22.5, uncore,0: 0, dram,0: 0.3, psys,0: 32.2, 
Frequency: Avg: 3700.6, Core 0: 3700.7, Core 1: 3700.7, Core 2: 3700.6, Core 3: 3700.5, Temp: PackageId0,0: 88.0, Core0,0: 73.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 73.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.3, core,0: 17.4, uncore,0: 0, dram,0: 0.3, psys,0: 26.6, 
Frequency: Avg: 3542.9, Core 0: 3542.9, Core 1: 3542.9, Core 2: 3542.9, Core 3: 3542.9, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 85.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 85.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.3, core,0: 15.1, uncore,0: 0, dram,0: 0.3, psys,0: 27.1, 
Frequency: Avg: 3527.4, Core 0: 3527.4, Core 1: 3527.4, Core 2: 3527.4, Core 3: 3527.4, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 85.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 85.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 15.2, core,0: 16.9, uncore,0: 0, dram,0: 0.3, psys,0: 28.3, 
Frequency: Avg: 3517.8, Core 0: 3518.7, Core 1: 3518.1, Core 2: 3517.6, Core 3: 3517.1, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 85.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 85.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 96.2, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.9, core,0: 16.4, uncore,0: 0.9, dram,0: 0.8, psys,0: 27.4, 
Frequency: Avg: 3500.0, Core 0: 3500.0, Core 1: 3500.0, Core 2: 3500.0, Core 3: 3500.0, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.6, core,0: 17.1, uncore,0: 0, dram,0: 0.3, psys,0: 29.0, 
Frequency: Avg: 3518.5, Core 0: 3518.5, Core 1: 3518.5, Core 2: 3518.5, Core 3: 3518.5, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.8, core,0: 16.7, uncore,0: 0, dram,0: 0.4, psys,0: 27.2, 
Frequency: Avg: 3532.6, Core 0: 3532.6, Core 1: 3532.6, Core 2: 3532.6, Core 3: 3532.6, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.6, core,0: 16.8, uncore,0: 0, dram,0: 0.3, psys,0: 27.3, 
Frequency: Avg: 3532.1, Core 0: 3500.0, Core 1: 3500.0, Core 2: 3500.0, Core 3: 3500.0, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 85.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 85.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 15.8, core,0: 17.5, uncore,0: 0, dram,0: 0.2, psys,0: 21.6, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 85.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 85.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.2, core,0: 18.1, uncore,0: 0, dram,0: 0.4, psys,0: 30.5, 
