Frequency: Avg: 3968.8, Core 0: 3989.5, Core 1: 3984.2, Core 2: 3954.1, Core 3: 3947.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.5, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 25.3, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.7, core,0: 19.1, uncore,0: 0, dram,0: 0.2, psys,0: 29.8, 
Frequency: Avg: 3599.2, Core 0: 3599.2, Core 1: 3599.2, Core 2: 3599.2, Core 3: 3599.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.3, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 38.3, 
Frequency: Avg: 3541.2, Core 0: 3554.4, Core 1: 3555.0, Core 2: 3527.3, Core 3: 3528.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 18.7, uncore,0: 0, dram,0: 0.4, psys,0: 32.2, 
Frequency: Avg: 3560.4, Core 0: 3559.8, Core 1: 3560.4, Core 2: 3561.0, Core 3: 3560.6, Temp: PackageId0,0: 88.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.4, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 32.8, 
Frequency: Avg: 3598.7, Core 0: 3598.7, Core 1: 3598.7, Core 2: 3598.6, Core 3: 3598.6, Temp: PackageId0,0: 88.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.8, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 35.9, 
Frequency: Avg: 3592.2, Core 0: 3592.2, Core 1: 3592.2, Core 2: 3592.2, Core 3: 3592.2, Temp: PackageId0,0: 88.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.3, core,0: 17.4, uncore,0: 0, dram,0: 0.4, psys,0: 35.5, 
Frequency: Avg: 3595.5, Core 0: 3589.8, Core 1: 3601.2, Core 2: 3601.2, Core 3: 3589.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 53.3, Core 0: 0.0, Core 1: 100.0, Core 2: 80.0, Core 3: 25.0, Power: package-0,0: 12.4, core,0: 12.7, uncore,0: 0, dram,0: 0.3, psys,0: 26.5, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.7, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 30.6, 
Frequency: Avg: 3600.7, Core 0: 3600.8, Core 1: 3600.7, Core 2: 3600.7, Core 3: 3600.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.9, core,0: 16.9, uncore,0: 0, dram,0: 0.3, psys,0: 28.5, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.0, core,0: 20.1, uncore,0: 0, dram,0: 0.3, psys,0: 30.8, 
Frequency: Avg: 3693.1, Core 0: 3693.1, Core 1: 3693.1, Core 2: 3693.1, Core 3: 3693.1, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.2, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 27.5, 
Frequency: Avg: 3700.7, Core 0: 3700.6, Core 1: 3700.6, Core 2: 3700.7, Core 3: 3700.8, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 79.2, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 20.0, Power: package-0,0: 25.1, core,0: 18.8, uncore,0: 0, dram,0: 0.4, psys,0: 23.2, 
Frequency: Avg: 3706.6, Core 0: 3706.5, Core 1: 3706.5, Core 2: 3706.4, Core 3: 3706.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 87.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.6, core,0: 18.7, uncore,0: 0, dram,0: 0.4, psys,0: 27.8, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 87.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.5, core,0: 19.7, uncore,0: 0, dram,0: 0.3, psys,0: 22.9, 
Frequency: Avg: 3644.1, Core 0: 3643.4, Core 1: 3643.9, Core 2: 3644.3, Core 3: 3644.8, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 87.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 19.8, uncore,0: 0, dram,0: 0.3, psys,0: 28.2, 
Frequency: Avg: 3696.4, Core 0: 3696.5, Core 1: 3696.4, Core 2: 3696.4, Core 3: 3696.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.2, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 30.7, 
Frequency: Avg: 3709.3, Core 0: 3718.8, Core 1: 3699.7, Core 2: 3719.0, Core 3: 3699.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 61.9, Core 0: 100.0, Core 1: 16.7, Core 2: 100.0, Core 3: 40.0, Power: package-0,0: 28.1, core,0: 19.4, uncore,0: 0, dram,0: 0.4, psys,0: 32.6, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.4, core,0: 20.0, uncore,0: 0, dram,0: 0.5, psys,0: 30.4, 
Frequency: Avg: 3682.2, Core 0: 3682.2, Core 1: 3682.2, Core 2: 3682.2, Core 3: 3682.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.2, core,0: 19.7, uncore,0: 0, dram,0: 0.5, psys,0: 35.5, 
Frequency: Avg: 3645.3, Core 0: 3645.4, Core 1: 3645.3, Core 2: 3645.3, Core 3: 3645.3, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.3, core,0: 19.9, uncore,0: 0, dram,0: 0.4, psys,0: 39.8, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.8, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 32.3, 
Frequency: Avg: 3630.9, Core 0: 3625.6, Core 1: 3633.4, Core 2: 3633.4, Core 3: 3631.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.7, core,0: 18.5, uncore,0: 0, dram,0: 0.3, psys,0: 32.7, 
Frequency: Avg: 3617.4, Core 0: 3617.4, Core 1: 3617.4, Core 2: 3617.4, Core 3: 3617.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.1, core,0: 18.5, uncore,0: 0, dram,0: 0.2, psys,0: 28.9, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.8, core,0: 18.2, uncore,0: 0, dram,0: 0.3, psys,0: 35.0, 
Frequency: Avg: 3627.9, Core 0: 3627.9, Core 1: 3627.9, Core 2: 3627.9, Core 3: 3627.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.3, core,0: 18.0, uncore,0: 0, dram,0: 0.4, psys,0: 39.1, 
Frequency: Avg: 3728.7, Core 0: 3767.8, Core 1: 3686.5, Core 2: 3769.7, Core 3: 3690.8, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 90.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 87.5, Core 0: 100.0, Core 1: 66.7, Core 2: 100.0, Core 3: 83.3, Power: package-0,0: 25.6, core,0: 22.4, uncore,0: 0, dram,0: 0.3, psys,0: 37.6, 
Frequency: Avg: 3533.5, Core 0: 3532.6, Core 1: 3533.3, Core 2: 3533.9, Core 3: 3534.4, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 90.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.3, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 35.9, 
Frequency: Avg: 3548.6, Core 0: 3547.3, Core 1: 3548.2, Core 2: 3549.0, Core 3: 3549.7, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 90.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.8, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 36.9, 
Frequency: Avg: 3577.9, Core 0: 3577.1, Core 1: 3577.7, Core 2: 3578.1, Core 3: 3578.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.1, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 38.6, 
Frequency: Avg: 3611.6, Core 0: 3611.7, Core 1: 3611.7, Core 2: 3611.6, Core 3: 3611.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.1, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 38.9, 
Frequency: Avg: 3646.4, Core 0: 3643.4, Core 1: 3627.2, Core 2: 3657.1, Core 3: 3657.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.6, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 35.8, 
Frequency: Avg: 3630.2, Core 0: 3630.2, Core 1: 3630.2, Core 2: 3630.2, Core 3: 3630.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.2, core,0: 20.2, uncore,0: 0, dram,0: 0.3, psys,0: 39.2, 
Frequency: Avg: 3636.9, Core 0: 3636.9, Core 1: 3636.9, Core 2: 3636.9, Core 3: 3636.9, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.1, core,0: 19.3, uncore,0: 0, dram,0: 0.4, psys,0: 40.5, 
Frequency: Avg: 3696.4, Core 0: 3696.4, Core 1: 3696.4, Core 2: 3696.4, Core 3: 3696.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.6, core,0: 19.9, uncore,0: 0, dram,0: 0.3, psys,0: 36.2, 
Frequency: Avg: 3681.8, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.8, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 30.0, 
Frequency: Avg: 3749.1, Core 0: 3749.0, Core 1: 3735.4, Core 2: 3756.2, Core 3: 3755.8, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 89.5, Core 0: 80.0, Core 1: 66.7, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.7, core,0: 20.4, uncore,0: 0, dram,0: 0.3, psys,0: 40.1, 
Frequency: Avg: 3683.4, Core 0: 3683.4, Core 1: 3683.4, Core 2: 3683.4, Core 3: 3683.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.1, core,0: 19.9, uncore,0: 0, dram,0: 0.2, psys,0: 29.4, 
Frequency: Avg: 3627.6, Core 0: 3626.8, Core 1: 3627.3, Core 2: 3627.8, Core 3: 3628.3, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.8, core,0: 19.8, uncore,0: 0, dram,0: 0.3, psys,0: 38.6, 
Frequency: Avg: 3663.7, Core 0: 3663.7, Core 1: 3663.7, Core 2: 3663.7, Core 3: 3663.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.0, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 38.3, 
Frequency: Avg: 3672.9, Core 0: 3672.9, Core 1: 3672.9, Core 2: 3672.9, Core 3: 3672.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.4, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 38.3, 
Frequency: Avg: 3633.8, Core 0: 3633.0, Core 1: 3633.6, Core 2: 3634.0, Core 3: 3634.5, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.8, core,0: 20.1, uncore,0: 0, dram,0: 0.3, psys,0: 40.2, 
Frequency: Avg: 3608.2, Core 0: 3607.3, Core 1: 3607.9, Core 2: 3608.4, Core 3: 3608.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.8, core,0: 20.0, uncore,0: 0, dram,0: 0.4, psys,0: 39.4, 
Frequency: Avg: 3536.4, Core 0: 3536.5, Core 1: 3536.4, Core 2: 3536.4, Core 3: 3536.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.4, core,0: 17.9, uncore,0: 1.4, dram,0: 0.7, psys,0: 33.1, 
Frequency: Avg: 3592.3, Core 0: 3592.3, Core 1: 3592.3, Core 2: 3592.3, Core 3: 3592.3, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.5, core,0: 18.2, uncore,0: 0, dram,0: 0.3, psys,0: 37.1, 
Frequency: Avg: 3586.0, Core 0: 3586.0, Core 1: 3586.0, Core 2: 3586.0, Core 3: 3586.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.7, core,0: 14.6, uncore,0: 0, dram,0: 0.3, psys,0: 36.2, 
Frequency: Avg: 3614.4, Core 0: 3615.4, Core 1: 3613.7, Core 2: 3615.7, Core 3: 3613.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.8, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 27.5, 
Frequency: Avg: 3595.3, Core 0: 3595.3, Core 1: 3595.3, Core 2: 3595.3, Core 3: 3595.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 25.3, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.6, core,0: 18.8, uncore,0: 0, dram,0: 0.3, psys,0: 30.0, 
Frequency: Avg: 3603.1, Core 0: 3603.0, Core 1: 3603.0, Core 2: 3603.0, Core 3: 3603.1, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 86.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 94.7, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 80.0, Power: package-0,0: 14.7, core,0: 17.4, uncore,0: 0, dram,0: 0.2, psys,0: 20.0, 
Frequency: Avg: 3743.0, Core 0: 3729.0, Core 1: 3735.8, Core 2: 3729.5, Core 3: 3777.8, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 86.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 19.2, uncore,0: 0, dram,0: 0.3, psys,0: 34.2, 
