Frequency: Avg: 3968.8, Core 0: 3989.5, Core 1: 3984.2, Core 2: 3954.1, Core 3: 3947.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.5, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 25.3, 
Frequency: Avg: 3982.8, Core 0: 3995.6, Core 1: 3964.7, Core 2: 3990.8, Core 3: 3980.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 10.6, core,0: 10.5, uncore,0: 0, dram,0: 0.3, psys,0: 17.0, 
Frequency: Avg: 3956.3, Core 0: 3993.8, Core 1: 3910.2, Core 2: 3970.0, Core 3: 3951.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.7, core,0: 11.9, uncore,0: 0, dram,0: 0.3, psys,0: 19.2, 
Frequency: Avg: 3958.8, Core 0: 3993.8, Core 1: 3934.2, Core 2: 3914.1, Core 3: 3993.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 80.0, Power: package-0,0: 14.7, core,0: 10.8, uncore,0: 0, dram,0: 0.4, psys,0: 17.0, 
Frequency: Avg: 3990.5, Core 0: 3996.3, Core 1: 3976.3, Core 2: 3995.8, Core 3: 3993.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 18.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 14.5, core,0: 10.4, uncore,0: 0, dram,0: 0.5, psys,0: 22.9, 
Frequency: Avg: 3947.7, Core 0: 3916.4, Core 1: 3920.2, Core 2: 3993.5, Core 3: 3960.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 9.5, core,0: 10.4, uncore,0: 0, dram,0: 0.3, psys,0: 24.4, 
Frequency: Avg: 3956.4, Core 0: 3994.6, Core 1: 3921.0, Core 2: 3958.8, Core 3: 3951.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 73.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 73.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.9, core,0: 11.3, uncore,0: 0, dram,0: 0.4, psys,0: 19.5, 
Frequency: Avg: 3956.6, Core 0: 3996.9, Core 1: 3939.7, Core 2: 3910.7, Core 3: 3979.1, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 13.8, core,0: 10.8, uncore,0: 0, dram,0: 0.2, psys,0: 16.2, 
Frequency: Avg: 3962.9, Core 0: 3998.1, Core 1: 3924.4, Core 2: 3954.9, Core 3: 3974.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.8, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 20.3, 
Frequency: Avg: 3984.5, Core 0: 3997.9, Core 1: 3998.3, Core 2: 3954.6, Core 3: 3987.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 28.6, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.1, core,0: 12.3, uncore,0: 0, dram,0: 0.4, psys,0: 26.1, 
Frequency: Avg: 3970.0, Core 0: 3996.2, Core 1: 3987.5, Core 2: 3947.0, Core 3: 3949.1, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 13.0, core,0: 10.9, uncore,0: 0, dram,0: 0.4, psys,0: 28.9, 
Frequency: Avg: 3982.7, Core 0: 3995.6, Core 1: 3982.9, Core 2: 3956.1, Core 3: 3996.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 20.0, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 80.0, Power: package-0,0: 10.6, core,0: 10.5, uncore,0: 0, dram,0: 0.6, psys,0: 23.6, 
Frequency: Avg: 3974.2, Core 0: 3927.6, Core 1: 3995.8, Core 2: 3997.4, Core 3: 3976.2, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.5, core,0: 11.5, uncore,0: 0, dram,0: 0.4, psys,0: 24.0, 
Frequency: Avg: 3958.2, Core 0: 3986.2, Core 1: 3987.5, Core 2: 3956.5, Core 3: 3902.8, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 31.2, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.6, core,0: 11.6, uncore,0: 0, dram,0: 0.7, psys,0: 19.5, 
Frequency: Avg: 3994.1, Core 0: 3997.2, Core 1: 3983.5, Core 2: 3998.2, Core 3: 3997.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 14.5, core,0: 10.9, uncore,0: 0, dram,0: 0.3, psys,0: 16.0, 
Frequency: Avg: 3979.8, Core 0: 3994.7, Core 1: 3996.7, Core 2: 3973.7, Core 3: 3954.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.4, core,0: 10.8, uncore,0: 0, dram,0: 0.4, psys,0: 25.0, 
Frequency: Avg: 3957.5, Core 0: 3997.9, Core 1: 3976.8, Core 2: 3947.4, Core 3: 3908.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 28.6, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.5, core,0: 15.1, uncore,0: 0, dram,0: 1.0, psys,0: 29.1, 
Frequency: Avg: 3973.2, Core 0: 3987.1, Core 1: 3998.0, Core 2: 3998.1, Core 3: 3909.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 16.4, core,0: 11.6, uncore,0: 0, dram,0: 0.3, psys,0: 25.0, 
Frequency: Avg: 3973.6, Core 0: 3982.6, Core 1: 3954.4, Core 2: 3974.0, Core 3: 3983.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 20.0, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 14.8, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 23.1, 
Frequency: Avg: 3963.9, Core 0: 3975.0, Core 1: 3905.7, Core 2: 3983.9, Core 3: 3991.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.5, core,0: 11.3, uncore,0: 0, dram,0: 0.4, psys,0: 18.8, 
Frequency: Avg: 3970.1, Core 0: 3985.2, Core 1: 3910.3, Core 2: 3994.0, Core 3: 3990.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 16.3, core,0: 10.1, uncore,0: 0, dram,0: 0.3, psys,0: 25.8, 
Frequency: Avg: 3959.8, Core 0: 3995.9, Core 1: 3909.9, Core 2: 3947.1, Core 3: 3986.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 20.0, Core 3: 0.0, Power: package-0,0: 17.0, core,0: 13.3, uncore,0: 0, dram,0: 0.7, psys,0: 24.9, 
Frequency: Avg: 3989.3, Core 0: 3997.9, Core 1: 3997.6, Core 2: 3977.0, Core 3: 3984.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.0, core,0: 11.6, uncore,0: 0, dram,0: 0.3, psys,0: 26.0, 
Frequency: Avg: 3983.6, Core 0: 3987.4, Core 1: 3974.9, Core 2: 3997.9, Core 3: 3974.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 25.0, Power: package-0,0: 13.3, core,0: 10.1, uncore,0: 0, dram,0: 0.3, psys,0: 15.6, 
Frequency: Avg: 3976.3, Core 0: 3996.0, Core 1: 3939.2, Core 2: 3977.6, Core 3: 3992.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.4, core,0: 11.7, uncore,0: 0, dram,0: 0.3, psys,0: 20.6, 
Frequency: Avg: 3987.1, Core 0: 3987.5, Core 1: 3993.8, Core 2: 3993.2, Core 3: 3973.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.2, core,0: 11.3, uncore,0: 0, dram,0: 0.2, psys,0: 24.7, 
Frequency: Avg: 3970.8, Core 0: 3988.0, Core 1: 3920.2, Core 2: 3978.0, Core 3: 3997.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 14.9, core,0: 10.9, uncore,0: 0, dram,0: 0.3, psys,0: 23.6, 
Frequency: Avg: 3967.0, Core 0: 3971.3, Core 1: 3910.6, Core 2: 3993.8, Core 3: 3992.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 15.5, core,0: 11.3, uncore,0: 0, dram,0: 0.4, psys,0: 23.8, 
Frequency: Avg: 3985.2, Core 0: 3997.7, Core 1: 3993.3, Core 2: 3965.0, Core 3: 3984.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 31.2, Core 0: 100.0, Core 1: 0.0, Core 2: 25.0, Core 3: 0.0, Power: package-0,0: 13.0, core,0: 11.8, uncore,0: 0, dram,0: 0.4, psys,0: 27.9, 
Frequency: Avg: 3992.5, Core 0: 3996.0, Core 1: 3978.3, Core 2: 3998.4, Core 3: 3997.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 20.0, Power: package-0,0: 14.0, core,0: 10.4, uncore,0: 0, dram,0: 0.3, psys,0: 23.7, 
Frequency: Avg: 3887.2, Core 0: 3886.5, Core 1: 3886.1, Core 2: 3886.5, Core 3: 3889.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.7, core,0: 21.5, uncore,0: 0, dram,0: 0.2, psys,0: 30.9, 
Frequency: Avg: 3878.2, Core 0: 3877.5, Core 1: 3878.0, Core 2: 3878.5, Core 3: 3878.9, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.0, core,0: 22.6, uncore,0: 0, dram,0: 0.6, psys,0: 35.2, 
Frequency: Avg: 3869.0, Core 0: 3868.0, Core 1: 3868.7, Core 2: 3869.3, Core 3: 3869.8, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 71.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 31.4, core,0: 22.9, uncore,0: 0, dram,0: 0.3, psys,0: 31.9, 
Frequency: Avg: 3899.2, Core 0: 3899.0, Core 1: 3899.3, Core 2: 3899.3, Core 3: 3899.3, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 66.7, Core 0: 0.0, Core 1: 75.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.0, core,0: 19.8, uncore,0: 0, dram,0: 0.3, psys,0: 28.7, 
Frequency: Avg: 3833.4, Core 0: 3834.6, Core 1: 3828.8, Core 2: 3832.4, Core 3: 3837.9, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.1, core,0: 22.3, uncore,0: 0, dram,0: 0.3, psys,0: 32.0, 
Frequency: Avg: 3872.5, Core 0: 3871.8, Core 1: 3872.3, Core 2: 3872.7, Core 3: 3873.2, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 91.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 30.9, core,0: 22.5, uncore,0: 0, dram,0: 0.3, psys,0: 31.6, 
Frequency: Avg: 3870.3, Core 0: 3869.3, Core 1: 3870.0, Core 2: 3870.6, Core 3: 3871.2, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 91.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.0, core,0: 23.2, uncore,0: 0, dram,0: 0.3, psys,0: 43.0, 
Frequency: Avg: 3808.6, Core 0: 3808.5, Core 1: 3808.9, Core 2: 3808.4, Core 3: 3808.4, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 91.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 90.9, Core 0: 100.0, Core 1: 60.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.5, core,0: 17.4, uncore,0: 0, dram,0: 0.3, psys,0: 32.0, 
Frequency: Avg: 3888.4, Core 0: 3917.0, Core 1: 3862.0, Core 2: 3937.9, Core 3: 3836.8, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 91.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.5, core,0: 23.3, uncore,0: 0, dram,0: 0.4, psys,0: 35.8, 
Frequency: Avg: 3800.0, Core 0: 3800.0, Core 1: 3800.0, Core 2: 3800.0, Core 3: 3800.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.0, core,0: 20.9, uncore,0: 0, dram,0: 0.3, psys,0: 31.0, 
